/* DATA DESCRIPTION:
Citation:	Welti, André; Müller, Konrad; Fleming, Zoë L; Stratmann, Frank (2018): Time series of ice nuclei concentration at Cape Verde (2016) measured with continuous flow diffusion chamber (SPIN). PANGAEA, https://doi.org/10.1594/PANGAEA.887028, 
	In supplement to: Welti, A et al. (accepted): Concentration and variability of ice nuclei in the subtropic, maritime boundary layer. Atmospheric Chemistry and Physics Discussions, 1-18, https://doi.org/10.5194/acp-2017-783
Coverage:	LATITUDE: 16.848000 * LONGITUDE: -24.871000
	DATE/TIME START: 2016-01-14T14:02:00 * DATE/TIME END: 2016-02-19T08:36:00
	MINIMUM ALTITUDE: 40 m * MAXIMUM ALTITUDE: 40 m
Event(s):	CVAO (Cape Verde Atmospheric Observatory) (URI: http://ncasweb.leeds.ac.uk/capeverde/) * LATITUDE: 16.848000 * LONGITUDE: -24.871000 * ELEVATION: 10.0 m * LOCATION: Cape Verde * DEVICE: Monitoring station (MONS)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Welti, André (welti@tropos.de)
	Date/time end (Date/time end) * PI: Welti, André (welti@tropos.de)
	ALTITUDE [m] (Altitude) * GEOCODE * PI: Welti, André (welti@tropos.de)
	Temperature, air, experiment [K] (T air) * PI: Welti, André (welti@tropos.de)
	Error, absolute [±] (Error a) * PI: Welti, André (welti@tropos.de) * COMMENT: +dT
	Error, absolute [±] (Error a) * PI: Welti, André (welti@tropos.de) * COMMENT: -dT
	Water saturation ratio (Sw) * PI: Welti, André (welti@tropos.de)
	Error, absolute [±] (Error a) * PI: Welti, André (welti@tropos.de) * COMMENT: +dSw
	Error, absolute [±] (Error a) * PI: Welti, André (welti@tropos.de) * COMMENT: -dSw
	Ice saturation ratio (Si) * PI: Welti, André (welti@tropos.de)
	Error, absolute [±] (Error a) * PI: Welti, André (welti@tropos.de) * COMMENT: +dSi
	Error, absolute [±] (Error a) * PI: Welti, André (welti@tropos.de) * COMMENT: -dSi
	Ice, nucleating particles [#/l] (IN) * PI: Welti, André (welti@tropos.de)
	Observation duration [min] (Obs duration) * PI: Welti, André (welti@tropos.de)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	3900 data points
*/
Date/Time	Date/time end	Altitude [m]	T air [K]	Error a [±] (+dT)	Error a [±] (-dT)	Sw	Error a [±] (+dSw)	Error a [±] (-dSw)	Si	Error a [±] (+dSi)	Error a [±] (-dSi)	IN [#/l]	Obs duration [min]
2016-01-20T00:51	2016-01-20T01:25	40	236.9	0.8	1.0	0.95	0.04	0.03	1	0.07	0.04	232.4	34
2016-01-20T14:23	2016-01-20T14:53	40	236.8	0.9	1.1	0.95	0.03	0.03	1	0.06	0.05	131.7	29
2016-01-21T00:50	2016-01-21T01:25	40	236.9	0.9	0.9	0.95	0.03	0.02	1	0.06	0.04	22.4	35
2016-01-21T14:41	2016-01-21T15:12	40	236.9	0.8	1.0	0.95	0.04	0.02	1	0.06	0.04	81.0	30
2016-01-22T17:42	2016-01-22T18:13	40	236.8	0.9	1.2	0.95	0.04	0.02	1	0.06	0.04	58.9	30
2016-01-23T14:47	2016-01-23T15:18	40	236.9	0.7	0.9	0.95	0.03	0.03	1	0.05	0.04	85.4	30
2016-01-25T05:21	2016-01-25T05:56	40	236.9	0.8	1.1	0.95	0.04	0.03	1	0.07	0.05	46.7	34
2016-01-25T15:20	2016-01-25T15:52	40	236.9	0.8	1.0	0.95	0.03	0.03	1	0.05	0.05	263.6	32
2016-02-01T05:40	2016-02-01T06:15	40	236.8	0.9	1.1	0.95	0.04	0.03	1	0.06	0.05	109.7	34
2016-02-02T05:47	2016-02-02T06:22	40	236.9	0.9	1.1	0.95	0.04	0.03	1	0.06	0.05	92.8	34
2016-02-02T17:24	2016-02-02T17:55	40	236.8	0.8	1.0	0.95	0.03	0.03	1	0.06	0.06	411.2	30
2016-02-03T05:02	2016-02-03T05:37	40	236.8	0.9	1.1	0.95	0.04	0.04	1	0.07	0.06	66.7	34
2016-02-03T15:10	2016-02-03T15:41	40	236.9	1.2	1.0	0.95	0.04	0.08	1	0.07	0.13	822.6	31
2016-02-06T05:29	2016-02-06T06:03	40	236.9	0.8	1.0	0.95	0.04	0.03	1	0.06	0.06	10.3	34
2016-02-06T15:12	2016-02-06T15:44	40	236.8	0.9	1.0	0.95	0.04	0.04	1	0.06	0.06	16.9	31
2016-02-08T14:29	2016-02-08T14:59	40	236.8	0.9	0.9	0.95	0.03	0.03	1	0.05	0.05	93.0	30
2016-02-09T03:31	2016-02-09T04:04	40	236.9	0.8	1.0	0.95	0.03	0.03	1	0.06	0.05	64.2	32
2016-02-09T14:14	2016-02-09T14:44	40	236.9	0.8	1.1	0.95	0.04	0.03	1	0.06	0.05	25.7	30
2016-02-11T03:47	2016-02-11T04:19	40	236.9	0.8	1.0	0.95	0.04	0.03	1	0.06	0.05	30.6	32
2016-02-11T14:47	2016-02-11T15:16	40	236.9	0.8	0.9	0.95	0.03	0.03	1	0.05	0.06	2.9	29
2016-02-14T02:39	2016-02-14T03:13	40	236.9	0.8	0.9	0.95	0.03	0.03	1	0.05	0.05	5.2	33
2016-02-14T14:23	2016-02-14T14:55	40	236.8	0.9	1.2	0.95	0.04	0.04	1	0.06	0.06	3.3	31
2016-02-15T03:20	2016-02-15T03:53	40	236.9	0.8	1.0	0.95	0.04	0.03	1	0.06	0.05	38.5	33
2016-02-15T14:51	2016-02-15T15:21	40	236.9	0.9	1.1	0.95	0.04	0.03	1	0.07	0.06	13.0	30
2016-02-16T03:20	2016-02-16T03:54	40	236.9	0.8	1.0	0.95	0.04	0.03	1	0.06	0.05	58.8	33
2016-02-16T14:26	2016-02-16T14:58	40	236.9	0.8	1.1	0.95	0.04	0.03	1	0.06	0.05	87.6	32
2016-02-17T15:15	2016-02-17T15:36	40	236.8	0.9	1.1	0.95	0.03	0.03	1	0.06	0.06	26.8	20
2016-01-17T18:03	2016-01-17T18:37	40	238.8	0.8	1.2	1.03	0.05	0.03	1	0.08	0.05	179.0	34
2016-01-18T03:26	2016-01-18T04:00	40	238.8	0.8	1.2	1.03	0.05	0.03	1	0.07	0.05	23.8	34
2016-01-19T02:43	2016-01-19T03:18	40	238.9	0.8	1.1	1.03	0.05	0.03	1	0.07	0.05	12.7	34
2016-01-20T02:31	2016-01-20T03:06	40	238.9	0.9	1.2	1.03	0.06	0.04	1	0.09	0.05	542.7	34
2016-01-21T02:33	2016-01-21T03:08	40	238.9	0.8	1.0	1.03	0.05	0.03	1	0.07	0.05	132.8	34
2016-01-24T06:57	2016-01-24T07:32	40	238.8	0.8	1.3	1.03	0.05	0.03	1	0.08	0.05	64.6	34
2016-01-25T07:03	2016-01-25T07:37	40	238.9	0.8	1.2	1.03	0.05	0.04	1	0.08	0.06	168.2	33
2016-02-01T07:21	2016-02-01T07:53	40	238.8	0.9	1.2	1.03	0.05	0.04	1	0.07	0.06	61.5	32
2016-02-02T07:30	2016-02-02T08:04	40	238.8	0.9	1.1	1.03	0.05	0.04	1	0.07	0.06	75.7	34
2016-02-03T06:44	2016-02-03T07:19	40	238.8	0.9	1.0	1.03	0.05	0.05	1	0.08	0.07	166.2	34
2016-02-06T07:08	2016-02-06T07:41	40	238.9	0.8	0.9	1.03	0.04	0.04	1	0.06	0.06	15.7	32
2016-02-07T06:53	2016-02-07T07:26	40	238.9	0.8	1.0	1.03	0.04	0.04	1	0.07	0.06	17.7	33
2016-02-08T03:19	2016-02-08T03:53	40	238.8	0.9	1.1	1.03	0.05	0.04	1	0.08	0.07	42.3	34
2016-02-09T05:08	2016-02-09T05:42	40	238.8	0.8	1.2	1.03	0.05	0.03	1	0.07	0.05	104.9	34
2016-02-10T05:56	2016-02-10T06:30	40	238.8	0.9	1.1	1.03	0.05	0.04	1	0.08	0.07	46.2	33
2016-02-14T04:19	2016-02-14T04:53	40	238.8	0.9	1.1	1.03	0.05	0.04	1	0.08	0.07	4.8	34
2016-02-15T05:00	2016-02-15T05:34	40	238.9	0.8	1.2	1.03	0.05	0.04	1	0.07	0.06	25.4	33
2016-02-16T05:01	2016-02-16T05:34	40	238.9	0.9	1.1	1.03	0.05	0.04	1	0.07	0.07	79.1	33
2016-02-17T05:00	2016-02-17T05:33	40	238.8	0.9	1.1	1.03	0.04	0.04	1	0.07	0.07	48.7	33
2016-02-18T05:21	2016-02-18T05:56	40	238.8	0.9	1.2	1.03	0.05	0.04	1	0.08	0.06	29.6	34
2016-01-19T03:30	2016-01-19T04:04	40	238.9	0.8	1.1	0.95	0.03	0.03	1	0.05	0.04	9.1	34
2016-01-20T03:19	2016-01-20T03:53	40	238.9	0.8	1.2	0.95	0.05	0.03	1	0.07	0.04	89.8	34
2016-01-24T07:43	2016-01-24T08:14	40	238.9	0.8	1.3	0.95	0.04	0.03	1	0.07	0.04	27.1	30
2016-02-01T08:13	2016-02-01T08:43	40	238.9	0.9	1.1	0.95	0.03	0.03	1	0.05	0.05	54.4	30
2016-02-06T07:57	2016-02-06T08:31	40	238.9	0.8	1.1	0.95	0.03	0.03	1	0.05	0.05	12.9	33
2016-02-07T07:40	2016-02-07T08:14	40	238.9	0.8	1.1	0.95	0.04	0.03	1	0.06	0.05	15.5	33
2016-02-08T04:07	2016-02-08T04:39	40	238.9	0.8	1.0	0.95	0.04	0.03	1	0.06	0.05	22.1	31
2016-02-09T05:58	2016-02-09T06:32	40	238.8	0.8	1.1	0.95	0.04	0.03	1	0.06	0.04	79.1	34
2016-02-10T06:42	2016-02-10T07:16	40	238.9	0.9	1.1	0.95	0.03	0.03	1	0.05	0.05	49.0	34
2016-02-11T06:15	2016-02-11T06:47	40	238.9	0.8	1.1	0.95	0.04	0.03	1	0.06	0.05	25.1	32
2016-02-16T05:53	2016-02-16T06:18	40	238.9	0.8	1.1	0.95	0.04	0.03	1	0.07	0.05	71.0	25
2016-02-19T05:58	2016-02-19T06:30	40	238.9	0.8	1.0	0.95	0.03	0.03	1	0.05	0.05	30.1	32
2016-01-14T15:53	2016-01-14T16:27	40	240.9	1.2	1.4	1.03	0.06	0.05	1	0.10	0.07	85.7	34
2016-01-18T15:48	2016-01-18T16:18	40	240.9	0.7	1.1	1.03	0.04	0.04	1	0.07	0.06	3.6	29
2016-01-19T04:14	2016-01-19T04:48	40	240.9	1.4	1.4	1.03	0.06	0.05	1	0.09	0.08	20.3	34
2016-01-19T15:32	2016-01-19T16:06	40	240.9	0.8	1.2	1.03	0.04	0.03	1	0.07	0.05	227.1	34
2016-01-20T04:07	2016-01-20T04:42	40	240.9	0.8	1.2	1.03	0.05	0.03	1	0.08	0.05	348.7	34
2016-01-20T15:34	2016-01-20T16:02	40	240.9	0.8	1.2	1.03	0.04	0.03	1	0.07	0.04	176.8	27
2016-01-21T04:09	2016-01-21T04:43	40	240.8	0.9	1.3	1.03	0.05	0.03	1	0.07	0.05	34.9	34
2016-01-21T15:50	2016-01-21T16:21	40	240.9	0.8	1.2	1.03	0.04	0.03	1	0.06	0.04	91.8	30
2016-01-22T18:53	2016-01-22T19:17	40	240.9	0.9	1.2	1.03	0.04	0.03	1	0.06	0.05	21.4	24
2016-01-23T15:56	2016-01-23T16:28	40	240.9	0.8	1.1	1.03	0.04	0.03	1	0.06	0.05	83.4	31
2016-01-24T08:33	2016-01-24T09:07	40	240.9	0.8	1.2	1.03	0.04	0.03	1	0.06	0.04	48.8	34
2016-01-24T15:46	2016-01-24T16:16	40	240.9	0.8	1.3	1.03	0.04	0.03	1	0.06	0.05	34.0	30
2016-01-25T16:32	2016-01-25T17:05	40	240.8	0.9	1.3	1.03	0.05	0.03	1	0.07	0.06	299.2	33
2016-01-31T16:47	2016-01-31T17:19	40	240.8	0.8	1.2	1.03	0.04	0.03	1	0.06	0.05	238.1	31
2016-02-01T08:58	2016-02-01T09:32	40	240.9	0.9	1.2	1.03	0.04	0.03	1	0.06	0.05	85.9	33
2016-02-03T16:19	2016-02-03T16:49	40	240.9	1.2	1.2	1.03	0.05	0.10	1	0.07	0.15	463.7	30
2016-02-06T08:46	2016-02-06T09:21	40	240.9	0.8	1.2	1.03	0.04	0.04	1	0.07	0.06	13.7	34
2016-02-06T16:23	2016-02-06T16:58	40	240.8	0.9	1.0	1.03	0.04	0.04	1	0.06	0.06	16.5	34
2016-02-07T08:29	2016-02-07T09:03	40	240.9	0.9	1.2	1.03	0.04	0.04	1	0.06	0.06	11.6	33
2016-02-08T04:54	2016-02-08T05:29	40	240.9	0.9	1.1	1.03	0.04	0.04	1	0.06	0.06	40.9	34
2016-02-08T15:38	2016-02-08T16:13	40	240.8	0.9	1.0	1.03	0.04	0.04	1	0.06	0.06	192.3	34
2016-02-09T06:48	2016-02-09T07:21	40	240.8	0.8	1.0	1.03	0.04	0.03	1	0.06	0.05	78.8	32
2016-02-09T15:25	2016-02-09T15:58	40	240.8	0.9	1.1	1.03	0.04	0.03	1	0.06	0.06	64.6	33
2016-02-11T07:05	2016-02-11T07:37	40	240.9	0.8	1.1	1.03	0.04	0.03	1	0.06	0.05	41.2	31
2016-02-11T15:55	2016-02-11T16:26	40	240.8	0.9	1.1	1.03	0.04	0.03	1	0.06	0.06	3.3	30
2016-02-12T15:59	2016-02-12T16:33	40	240.9	0.8	1.0	1.03	0.04	0.04	1	0.06	0.06	2.2	34
2016-02-14T05:57	2016-02-14T06:30	40	240.9	0.8	1.1	1.03	0.04	0.04	1	0.07	0.06	6.1	33
2016-02-14T15:34	2016-02-14T16:09	40	240.8	0.9	1.4	1.03	0.04	0.03	1	0.07	0.06	4.2	34
2016-02-15T06:37	2016-02-15T07:09	40	240.9	0.8	1.2	1.03	0.04	0.04	1	0.06	0.05	20.1	32
2016-02-15T16:01	2016-02-15T16:35	40	240.9	0.8	1.1	1.03	0.04	0.04	1	0.07	0.06	14.4	33
2016-02-16T06:40	2016-02-16T07:11	40	240.9	0.9	1.1	1.03	0.05	0.04	1	0.07	0.06	85.5	31
2016-02-16T15:39	2016-02-16T16:12	40	240.9	0.8	1.0	1.03	0.04	0.04	1	0.06	0.05	21.4	32
2016-02-17T17:02	2016-02-17T17:35	40	240.9	0.8	1.1	1.03	0.04	0.04	1	0.06	0.06	49.6	33
2016-01-19T05:07	2016-01-19T05:41	40	240.9	1.0	1.3	0.95	0.04	0.03	1	0.06	0.05	24.8	33
2016-01-20T04:55	2016-01-20T05:29	40	240.9	0.8	1.3	0.95	0.04	0.03	1	0.06	0.03	109.8	34
2016-02-01T09:43	2016-02-01T10:17	40	240.9	0.8	1.1	0.95	0.03	0.03	1	0.05	0.04	59.1	34
2016-02-06T09:26	2016-02-06T10:00	40	240.9	0.8	1.2	0.95	0.03	0.03	1	0.05	0.05	8.7	34
2016-02-08T05:42	2016-02-08T06:16	40	240.9	0.9	1.3	0.95	0.04	0.03	1	0.06	0.05	29.6	34
2016-02-09T07:33	2016-02-09T08:06	40	240.8	0.9	1.3	0.95	0.03	0.02	1	0.05	0.04	107.2	33
2016-02-10T08:18	2016-02-10T08:53	40	240.9	0.8	1.2	0.95	0.03	0.02	1	0.05	0.04	36.2	34
2016-02-11T07:50	2016-02-11T08:23	40	240.8	1.0	1.4	0.95	0.04	0.03	1	0.07	0.05	27.8	33
2016-02-14T06:46	2016-02-14T07:17	40	240.9	0.8	1.2	0.95	0.03	0.03	1	0.05	0.05	3.3	31
2016-02-16T07:25	2016-02-16T07:57	40	240.9	0.8	1.1	0.95	0.03	0.03	1	0.05	0.04	104.0	32
2016-02-17T07:22	2016-02-17T07:55	40	240.9	0.8	1.1	0.95	0.03	0.03	1	0.05	0.04	70.0	32
2016-01-15T05:36	2016-01-15T06:10	40	244.9	1.2	1.2	1.03	0.05	0.04	1	0.08	0.07	33.8	33
2016-01-17T06:57	2016-01-17T07:31	40	244.8	0.8	1.3	1.03	0.04	0.02	1	0.06	0.03	77.4	34
2016-01-19T06:10	2016-01-19T06:44	40	244.9	0.8	1.3	1.03	0.04	0.03	1	0.06	0.04	116.8	33
2016-01-19T16:50	2016-01-19T17:20	40	244.8	0.9	1.4	1.03	0.04	0.03	1	0.06	0.04	50.1	30
2016-01-20T16:50	2016-01-20T17:21	40	244.8	0.9	1.4	1.03	0.04	0.03	1	0.06	0.04	27.1	30
2016-01-21T06:02	2016-01-21T06:32	40	244.8	0.9	1.3	1.03	0.04	0.03	1	0.06	0.04	68.6	30
2016-01-21T17:14	2016-01-21T17:40	40	244.8	1.0	1.2	1.03	0.04	0.03	1	0.07	0.04	9.2	25
2016-01-23T17:22	2016-01-23T17:45	40	244.8	0.9	1.3	1.03	0.03	0.03	1	0.05	0.04	8.9	23
2016-01-24T17:03	2016-01-24T17:35	40	244.8	0.9	1.5	1.03	0.04	0.02	1	0.06	0.04	11.2	31
2016-01-25T10:09	2016-01-25T10:36	40	244.9	0.8	1.3	1.03	0.04	0.03	1	0.06	0.04	113.7	27
2016-01-25T17:49	2016-01-25T18:18	40	244.8	1.0	1.4	1.03	0.04	0.03	1	0.06	0.05	32.1	28
2016-01-31T18:03	2016-01-31T18:35	40	244.8	0.9	1.5	1.03	0.04	0.03	1	0.06	0.05	45.5	31
2016-02-08T06:42	2016-02-08T07:15	40	244.9	0.9	1.6	1.03	0.04	0.03	1	0.06	0.05	29.0	32
2016-02-08T16:55	2016-02-08T17:27	40	244.8	0.9	1.3	1.03	0.03	0.03	1	0.05	0.04	26.9	32
2016-02-09T08:38	2016-02-09T09:11	40	244.8	0.9	1.4	1.03	0.03	0.03	1	0.05	0.05	70.3	33
2016-02-10T09:23	2016-02-10T09:56	40	244.9	0.9	1.4	1.03	0.03	0.03	1	0.05	0.05	43.9	33
2016-02-10T17:23	2016-02-10T17:46	40	244.8	0.9	1.3	1.03	0.04	0.03	1	0.06	0.05	38.1	22
2016-02-11T08:53	2016-02-11T09:26	40	244.9	0.9	1.4	1.03	0.04	0.03	1	0.06	0.05	49.9	33
2016-02-15T08:07	2016-02-15T08:34	40	244.9	0.9	1.3	1.03	0.03	0.03	1	0.05	0.05	68.4	27
2016-02-16T08:27	2016-02-16T09:01	40	244.9	0.9	1.4	1.03	0.04	0.03	1	0.06	0.05	32.8	33
2016-02-19T08:36	2016-02-19T09:09	40	244.9	0.9	1.3	1.03	0.04	0.03	1	0.06	0.04	37.9	32
2016-01-17T08:03	2016-01-17T08:35	40	248.8	0.9	1.5	1.03	0.03	0.02	1	0.05	0.03	17.8	32
2016-01-18T07:55	2016-01-18T08:28	40	248.9	1.0	1.5	1.03	0.03	0.03	1	0.05	0.04	27.8	33
2016-01-19T07:10	2016-01-19T07:44	40	248.9	0.9	1.6	1.03	0.04	0.02	1	0.06	0.03	43.3	34
2016-01-20T07:01	2016-01-20T07:34	40	248.9	1.0	1.7	1.03	0.04	0.02	1	0.06	0.04	51.8	32
2016-01-21T07:02	2016-01-21T07:36	40	248.8	0.9	1.6	1.03	0.04	0.02	1	0.05	0.04	30.7	33
2016-01-24T18:14	2016-01-24T18:44	40	248.9	0.8	1.5	1.03	0.03	0.02	1	0.05	0.04	4.2	29
2016-01-24T23:10	2016-01-24T23:42	40	248.8	0.9	1.5	1.03	0.03	0.02	1	0.05	0.03	5.5	32
2016-01-25T18:56	2016-01-25T19:29	40	248.9	1.0	1.6	1.03	0.03	0.03	1	0.05	0.04	14.9	32
2016-01-31T23:34	2016-02-01T00:02	40	248.9	0.9	1.2	1.03	0.03	0.02	1	0.05	0.03	17.0	27
2016-02-01T23:41	2016-02-02T00:10	40	248.8	0.9	1.6	1.03	0.03	0.02	1	0.05	0.04	9.2	28
2016-02-05T00:40	2016-02-05T01:02	40	248.8	0.8	1.6	1.03	0.03	0.03	1	0.05	0.04	10.6	21
2016-02-06T23:00	2016-02-06T23:31	40	248.9	1.0	1.7	1.03	0.05	0.03	1	0.08	0.04	4.4	30
2016-02-08T07:48	2016-02-08T08:21	40	248.9	1.0	1.8	1.03	0.03	0.03	1	0.06	0.04	6.6	32
2016-02-09T09:25	2016-02-09T09:31	40	248.8	0.9	1.6	1.03	0.04	0.02	1	0.06	0.04	27.9	6
2016-02-10T10:04	2016-02-10T10:19	40	248.8	0.8	1.4	1.03	0.03	0.02	1	0.05	0.04	3.4	15
2016-02-11T09:38	2016-02-11T09:45	40	248.9	0.9	1.6	1.03	0.03	0.02	1	0.06	0.04	17.1	6
2016-02-11T21:13	2016-02-11T21:44	40	248.8	0.9	1.5	1.03	0.03	0.02	1	0.04	0.03	18.4	31
2016-02-12T21:32	2016-02-12T22:04	40	248.9	0.9	1.6	1.03	0.03	0.03	1	0.05	0.04	7.5	32
2016-02-13T20:28	2016-02-13T21:00	40	248.8	0.9	1.4	1.03	0.03	0.03	1	0.05	0.04	20.0	32
2016-02-14T21:08	2016-02-14T21:38	40	248.8	0.9	1.5	1.03	0.03	0.02	1	0.05	0.04	7.5	30
2016-02-16T09:10	2016-02-16T09:20	40	248.8	0.8	1.3	1.03	0.03	0.02	1	0.05	0.03	18.0	9
2016-02-16T21:05	2016-02-16T21:38	40	248.9	1.0	1.6	1.03	0.03	0.03	1	0.04	0.04	6.5	32
